label,text0,text1
2,jose mourinho refuse blame chelsea player basle loss,jose mourinho refuse rap blame chelsea player basle loss
2,champion league round ce ic hope dashed ac milan barca,champion league round dashed hope ic ce ac milan barca
2,fc basel chelsea betting preview expect blue secure place,place basel chelsea betting preview expect blue secure fc
2,champion league football focus forum arsenal ce ic chelsea,champion league football focus forum arsenal ce national intelligence community ic chelsea
2,mourinho relishing hectic winter schedule,mourinho relishing hectic winter overwinter schedule
2,chelsea concerned samuel eto injury,chelsea wound concerned samuel eto injury
2,mohamed salah scored late winner basel,mohamed salah winner late scored basel
2,basle victory chelsea,basle triumph chelsea
2,basle chelsea live,basle chelsea inhabit
2,chelsea bos jose mourinho seal champion league progress,chelsea bos jose mourinho seal champion progress
3,roundup golden globe seduced johansson voice,roundup golden globe make johansson voice
3,scarlett johansson ineligible golden globe award,scarlett orb johansson ineligible golden globe award
3,scarlett johansson ruled ineligible golden globe despite best actress,scarlett johansson ruled ineligible golden globe despite actress best
3,movie boss lose bid land scarlett johansson golden globe unseen,movie boss lose bid domain scarlett johansson golden orb unseen
3,golden globe scarlett johansson nominated year,golden globe scarlett johansson orb nominated year
3,scarlett johansson golden globe snub,golden johansson scarlett globe snub
3,johansson voice work ineligible globe,johansson voice ferment ineligible globe
3,scar jo excluded golden globe nomination year,scar jo excluded golden globe year nomination
3,scarlett johansson voice role refused golden globe nomination,scarlett johansson voice role refused golden globe nominating speech
3,bizarre reason scarlett johansson disqualified golden globe nod,bizarre reason scarlett johansson disqualified golden globe nod
3,scarlett johansson revive lost vocal art voicemail message,scarlett vocal revive lost johansson art voicemail message
3,johansson globe nod,johansson nod globe
3,scarlett johansson award winning performance ruled ineligible,winning johansson award scarlett performance ruled ineligible
3,scarlett johansson win golden globe,scarlett johansson win pull ahead golden globe
3,golden globe scarlett johansson award,golden globe orb scarlett johansson award
3,scarlett johansson faceless performance snubbed golden globe,scarlett johansson ball faceless performance snubbed golden globe
3,scarlett johansson snubbed golden globe nomination technicality,scarlett johansson snubbed golden globe nomination earth technicality
3,scarlett johansson role deemed ineligible golden globe award,scarlett johansson role deemed ineligible purpose golden globe award
3,scarlett johansson gain oscar buzz role,scarlett academy award johansson gain oscar buzz role
3,scarlett johansson deemed ineligible golden globe voice work,scarlett johansson deemed ineligible golden globe voice ball work
3,scarlett johansson disqualified golden globe consideration,scarlett johansson earth disqualified golden globe consideration
3,golden globe prediction scarlet johansson ineligible best,golden globe prediction best johansson ineligible scarlet
3,scarlett johansson performance ineligible golden globe,scarlett johansson performance ineligible golden orb
3,scarlett johansson voice performance snubbed golden globe,scarlett johansson voice performance repel golden globe
3,scarlett johansson voice eligible globe,scarlett voice eligible
3,golden globe refuse consider scarlett johansson performance,johansson globe refuse consider scarlett golden performance
3,scarlett johansson voice ineligible golden globe,scarlett johansson interpreter ineligible golden globe
3,scarlett johansson performance deemed ineligible golden globe,scarlett hold johansson performance deemed ineligible golden globe
3,scarlett johansson golden globe,scarlett johansson favourable globe
3,scarlett johansson voice role eligible golden globe,scarlett johansson voice role eligible golden globe
3,despite rome win scarlett johansson ineligible golden globe,despite rome win scarlett johansson ineligible globe golden
4,travel disruption mount storm cold air sweep south florida,travel disruption mount storm cold climb up air sweep south florida
4,jersey shore student march philadelphia thanksgiving day parade,jersey shore student march philadelphia parade day thanksgiving
4,strong wind ground biggest balloon thanksgiving day parade,inviolable wind ground biggest balloon thanksgiving day parade
4,macy parade pull balloon wind ap,macy parade pull ap wind balloon
4,deflating macy parade ground big balloon,big macy parade ground deflating balloon
4,elaina cho marching uma macy thanksgiving day parade,elaina cho marching uma macy thanksgiving clarence shepard day jr parade
4,macy thanksgiving day parade schedule watch,blessing macy thanksgiving day parade schedule watch
4,winter storm affect macy thanksgiving day parade,winter storm affect macy thanksgiving hour interval day parade
4,giant macy balloon stay grounded,giant macy balloon stay grounded
4,grounding big balloon macy thanksgiving day parade game,day big balloon macy thanksgiving grounding parade game
4,owatonna woman set participate macy thanksgiving day parade,owatonna adult female set participate macy thanksgiving day parade
4,marysville student selected perform macy day parade,perform student selected marysville macy day parade
4,marion dancer perform macy thanksgiving day parade,marion dancer perform day thanksgiving macy parade
4,jump island rope skipper appear macy thanksgiving day,jump island mexican valium skipper appear macy thanksgiving day
4,chaparral grad march macy thanksgiving day parade,chaparral grad march macy thanksgiving day parade
4,thanksgiving parade battle cold wind,thanksgiving parade cold battle wind
4,macy thanksgiving parade balloon extremely creepy,thanksgiving parade balloon creepy
4,easter threatens thanksgiving travel macy parade,threatens easter thanksgiving travel macy parade
4,city decide balloon grounded macy thanksgiving day parade,city decide thanksgiving grounded macy balloon day parade
4,saugerties greco macy thanksgiving day parade,saugerties greco macy thanksgiving parade day
4,local band prepares york,local band gear up york
4,local student perform macy parade,local student macy parade
4,weather ground macy parade balloon,weather ground macy balloon parade
4,tomball drill team march macy thanksgiving day parade,tomball drill team up march macy thanksgiving day parade
4,macy thanksgiving day parade celebrates holiday big,macy thanksgiving day parade celebrates holiday enceinte
4,red lake girl macy parade,red lake young woman macy parade
4,central marching band ready philadelphia parade,central parade band ready philadelphia marching
4,woodland student create robot cut ribbon macy parade,woodland student create robot cut ribbon macy
4,explaining thanksgiving tradition macy parade nfl game,thanksgiving macy nfl game
4,wind deflate plan balloonswinds deflate plan balloon,wind deflate plan balloonswinds plan balloon
4,tarpon spring band perform macy thanksgiving day parade,tarpon spring band perform macy day parade
4,kangaroo kid jumping joy opportunity macy thanksgiving,kangaroo jumping joy thanksgiving
4,love parade,parade love
4,macy nfl thanksgiving explained,macy nfl blessing explained
